,CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*),fecha
3095,2,LA PAZ,20901,LURIBAY,36,1,1,0,0,2020-08-30
3096,2,LA PAZ,20902,SAPAHAQUI,36,7,2,0,5,2020-08-30
3097,2,LA PAZ,20903,YACO,36,4,4,0,0,2020-08-30
3098,2,LA PAZ,20904,MALLA,36,6,0,0,6,2020-08-30
3099,2,LA PAZ,20905,CAIROMA,36,16,0,0,16,2020-08-30
3100,2,LA PAZ,21001,INQUISIVI,36,8,7,0,1,2020-08-30
3101,2,LA PAZ,21002,QUIME,36,13,10,1,2,2020-08-30
3102,2,LA PAZ,21003,CAJUATA,36,2,0,1,1,2020-08-30
3103,2,LA PAZ,21004,COLQUIRI,36,69,7,7,55,2020-08-30
3104,2,LA PAZ,21005,ICHOCA,36,1,0,0,1,2020-08-30
3105,2,LA PAZ,21006,LICOMA PAMPA,36,1,1,0,0,2020-08-30
3106,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),36,25,8,4,13,2020-08-30
3107,2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),36,46,30,2,14,2020-08-30
3108,2,LA PAZ,21103,YANACACHI,36,9,0,0,9,2020-08-30
3109,2,LA PAZ,21104,PALOS BLANCOS,36,33,9,3,21,2020-08-30
3110,2,LA PAZ,21105,LA ASUNTA,36,10,6,1,3,2020-08-30
3111,2,LA PAZ,21201,PUCARANI,36,20,9,1,10,2020-08-30
3112,2,LA PAZ,21202,LAJA,36,40,25,5,10,2020-08-30
3113,2,LA PAZ,21203,BATALLAS,36,53,35,2,16,2020-08-30
3114,2,LA PAZ,21204,PUERTO PEREZ,36,2,2,0,0,2020-08-30
3115,2,LA PAZ,21301,SICA SICA (VILLA AROMA),36,12,3,3,6,2020-08-30
3116,2,LA PAZ,21302,UMALA,36,15,1,3,11,2020-08-30
3117,2,LA PAZ,21304,CALAMARCA,36,8,6,0,2,2020-08-30
3118,2,LA PAZ,21305,PATACAMAYA,36,66,6,7,53,2020-08-30
3119,2,LA PAZ,21306,COLQUENCHA,36,5,5,0,0,2020-08-30
3120,2,LA PAZ,21307,COLLANA,36,1,0,0,1,2020-08-30
3121,2,LA PAZ,21401,COROICO,36,25,4,1,20,2020-08-30
3122,2,LA PAZ,21402,CORIPATA,36,35,4,5,26,2020-08-30
3123,2,LA PAZ,21502,SAN BUENA VENTURA,36,24,13,1,10,2020-08-30
3124,2,LA PAZ,21601,GRAL. J.J. PEREZ (CHARAZANI),36,1,1,0,0,2020-08-30
3125,2,LA PAZ,21701,COPACABANA,36,34,27,0,7,2020-08-30
3126,2,LA PAZ,21702,SAN PEDRO DE TIQUINA,36,6,6,0,0,2020-08-30
3127,2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),36,1,1,0,0,2020-08-30
3128,2,LA PAZ,21802,PAPEL PAMPA,36,1,0,0,1,2020-08-30
3129,2,LA PAZ,21803,CHACARILLA,36,5,5,0,0,2020-08-30
3130,2,LA PAZ,21901,SANTIAGO DE MACHACA,36,4,4,0,0,2020-08-30
3131,2,LA PAZ,22001,CARANAVI,36,64,8,4,52,2020-08-30
3132,2,LA PAZ,22002,ALTO BENI,36,3,0,1,2,2020-08-30
3133,3,COCHABAMBA,30101,COCHABAMBA,36,7449,1170,569,5710,2020-08-30
3134,3,COCHABAMBA,30201,AIQUILE,36,40,6,6,28,2020-08-30
3135,3,COCHABAMBA,30202,PASORAPA,36,1,1,0,0,2020-08-30
3136,3,COCHABAMBA,30203,OMEREQUE,36,15,1,1,13,2020-08-30
3137,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),36,24,21,2,1,2020-08-30
3138,3,COCHABAMBA,30302,MOROCHATA,36,1,1,0,0,2020-08-30
3139,3,COCHABAMBA,30303,COCAPATA,36,2,0,1,1,2020-08-30
3140,3,COCHABAMBA,30401,TARATA,36,39,6,9,24,2020-08-30
3141,3,COCHABAMBA,30402,ANZALDO,36,16,13,0,3,2020-08-30
3142,3,COCHABAMBA,30403,ARBIETO,36,17,2,4,11,2020-08-30
3143,3,COCHABAMBA,30404,SACABAMBA,36,1,1,0,0,2020-08-30
3144,3,COCHABAMBA,30501,ARANI,36,29,19,2,8,2020-08-30
3145,3,COCHABAMBA,30502,VACAS,36,9,3,0,6,2020-08-30
3146,3,COCHABAMBA,30601,ARQUE,36,4,1,2,1,2020-08-30
3147,3,COCHABAMBA,30602,TACOPAYA,36,3,3,0,0,2020-08-30
3148,3,COCHABAMBA,30701,CAPINOTA,36,92,59,6,27,2020-08-30
3149,3,COCHABAMBA,30702,SANTIVAÑES,36,29,3,1,25,2020-08-30
3150,3,COCHABAMBA,30703,SICAYA,36,8,3,0,5,2020-08-30
3151,3,COCHABAMBA,30801,CLIZA,36,33,7,4,22,2020-08-30
3152,3,COCHABAMBA,30802,TOCO,36,7,3,2,2,2020-08-30
3153,3,COCHABAMBA,30803,TOLATA,36,28,20,4,4,2020-08-30
3154,3,COCHABAMBA,30901,QUILLACOLLO,36,1098,462,73,563,2020-08-30
3155,3,COCHABAMBA,30902,SIPE SIPE,36,224,103,11,110,2020-08-30
3156,3,COCHABAMBA,30903,TIQUIPAYA,36,244,98,17,129,2020-08-30
3157,3,COCHABAMBA,30904,VINTO,36,245,43,27,175,2020-08-30
3158,3,COCHABAMBA,30905,COLCAPIRHUA,36,189,77,24,88,2020-08-30
3159,3,COCHABAMBA,31001,SACABA,36,835,346,69,420,2020-08-30
3160,3,COCHABAMBA,31002,COLOMI,36,39,20,3,16,2020-08-30
3161,3,COCHABAMBA,31003,VILLA TUNARI,36,155,15,12,128,2020-08-30
3162,3,COCHABAMBA,31101,TAPACARI,36,17,7,2,8,2020-08-30
3163,3,COCHABAMBA,31201,TOTORA(CBBA),36,49,22,1,26,2020-08-30
3164,3,COCHABAMBA,31202,POJO (CBBA),36,14,11,0,3,2020-08-30
3165,3,COCHABAMBA,31203,POCONA,36,16,1,1,14,2020-08-30
3166,3,COCHABAMBA,31204,CHIMORE,36,160,7,11,142,2020-08-30
3167,3,COCHABAMBA,31205,PUERTO VILLARROEL,36,473,80,32,361,2020-08-30
3168,3,COCHABAMBA,31206,ENTRE RIOS CBBA,36,430,50,38,342,2020-08-30
3169,3,COCHABAMBA,31301,MIZQUE,36,78,25,3,50,2020-08-30
3170,3,COCHABAMBA,31302,VILA VILA,36,2,0,0,2,2020-08-30
3171,3,COCHABAMBA,31401,PUNATA,36,124,5,23,96,2020-08-30
3172,3,COCHABAMBA,31402,VILLA RIVERO,36,8,6,0,2,2020-08-30
3173,3,COCHABAMBA,31403,SAN BENITO,36,89,15,2,72,2020-08-30
3174,3,COCHABAMBA,31404,TACACHI,36,1,0,1,0,2020-08-30
3175,3,COCHABAMBA,31501,BOLIVAR,36,6,0,0,6,2020-08-30
3176,3,COCHABAMBA,31601,TIRAQUE (CBBA),36,12,2,4,6,2020-08-30
3177,3,COCHABAMBA,31602,SHINAOTA,36,260,82,8,170,2020-08-30
3178,4,ORURO,40101,ORURO,36,4239,2503,211,1525,2020-08-30
3179,4,ORURO,40102,CARACOLLO,36,30,14,10,6,2020-08-30
3180,4,ORURO,40104,SORACACHI,36,2,1,1,0,2020-08-30
3181,4,ORURO,40201,CHALLAPATA,36,129,116,3,10,2020-08-30
3182,4,ORURO,40202,SANTUARIO DE QUILLACAS,36,18,10,0,8,2020-08-30
3183,4,ORURO,40401,CURAHUARA DE CARANGAS,36,1,0,0,1,2020-08-30
3184,4,ORURO,40402,TURCO,36,3,2,0,1,2020-08-30
3185,4,ORURO,40501,HUACHACALLA,36,33,4,5,24,2020-08-30
3186,4,ORURO,40502,ESCARA,36,5,5,0,0,2020-08-30
3187,4,ORURO,40504,YUNGUYO DE LITORAL,36,1,1,0,0,2020-08-30
3188,4,ORURO,40505,ESMERALDA,36,7,1,0,6,2020-08-30
3189,4,ORURO,40601,POOPO,36,20,9,1,10,2020-08-30
3190,4,ORURO,40602,PAZÑA,36,3,3,0,0,2020-08-30
3191,4,ORURO,40603,ANTEQUERA,36,8,1,0,7,2020-08-30
3192,4,ORURO,40701,HUANUNI,36,495,109,25,361,2020-08-30
3193,4,ORURO,40702,MACHACAMARCA,36,23,12,1,10,2020-08-30
3194,4,ORURO,40801,SALINAS DE GARCI MENDOZA,36,12,9,0,3,2020-08-30
3195,4,ORURO,40802,PAMPA AULLAGAS,36,1,1,0,0,2020-08-30
3196,4,ORURO,40901,SABAYA,36,34,30,1,3,2020-08-30
3197,4,ORURO,40902,COIPASA,36,1,0,0,1,2020-08-30
3198,4,ORURO,41001,TOLEDO,36,11,8,2,1,2020-08-30
3199,4,ORURO,41101,EUCALIPTUS,36,41,5,4,32,2020-08-30
3200,4,ORURO,41201,ANDAMARCA,36,4,4,0,0,2020-08-30
3201,4,ORURO,41301,TOTORA(ORR),36,5,5,0,0,2020-08-30
3202,4,ORURO,41401,SANTIAGO DE HUARI,36,14,4,5,5,2020-08-30
3203,4,ORURO,41501,LA RIVERA,36,2,2,0,0,2020-08-30
3204,4,ORURO,41601,HUAYLLAMARCA,36,6,3,2,1,2020-08-30
3205,5,POTOSI,50101,POTOSI,36,3258,2503,119,636,2020-08-30
3206,5,POTOSI,50102,TINGUIPAYA,36,17,10,0,7,2020-08-30
3207,5,POTOSI,50103,YOCALLA,36,2,1,1,0,2020-08-30
3208,5,POTOSI,50104,BELEN DE URMIRI,36,5,5,0,0,2020-08-30
3209,5,POTOSI,50201,UNCIA,36,272,203,0,69,2020-08-30
3210,5,POTOSI,50202,CHAYANTA,36,36,12,1,23,2020-08-30
3211,5,POTOSI,50203,LLALLAGUA,36,790,588,17,185,2020-08-30
3212,5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,36,17,16,1,0,2020-08-30
3213,5,POTOSI,50301,BETANZOS,36,102,38,5,59,2020-08-30
3214,5,POTOSI,50302,CHAQUI,36,2,2,0,0,2020-08-30
3215,5,POTOSI,50303,TACOBAMBA,36,26,26,0,0,2020-08-30
3216,5,POTOSI,50401,COLQUECHACA,36,34,26,1,7,2020-08-30
3217,5,POTOSI,50402,RAVELO,36,32,18,1,13,2020-08-30
3218,5,POTOSI,50403,POCOATA,36,38,18,6,14,2020-08-30
3219,5,POTOSI,50404,OCURI,36,46,32,1,13,2020-08-30
3220,5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,36,12,4,1,7,2020-08-30
3221,5,POTOSI,50502,TORO TORO,36,35,34,1,0,2020-08-30
3222,5,POTOSI,50601,COTAGAITA,36,60,59,1,0,2020-08-30
3223,5,POTOSI,50602,VITICHI,36,87,84,0,3,2020-08-30
3224,5,POTOSI,50701,SACACA,36,9,6,3,0,2020-08-30
3225,5,POTOSI,50702,CARIPUYO,36,4,4,0,0,2020-08-30
3226,5,POTOSI,50801,TUPIZA,36,129,111,10,8,2020-08-30
3227,5,POTOSI,50802,ATOCHA,36,85,59,4,22,2020-08-30
3228,5,POTOSI,50901,"COLCHA ""K""",36,99,24,2,73,2020-08-30
3229,5,POTOSI,50902,SAN PEDRO DE QUEMES,36,4,4,0,0,2020-08-30
3230,5,POTOSI,51001,SAN PABLO DE LIPEZ,36,5,5,0,0,2020-08-30
3231,5,POTOSI,51101,PUNA,36,53,36,2,15,2020-08-30
3232,5,POTOSI,51102,"CAIZA ""D""",36,63,29,1,33,2020-08-30
3233,5,POTOSI,51103,CKOCHAS,36,10,10,0,0,2020-08-30
3234,5,POTOSI,51201,UYUNI,36,170,133,14,23,2020-08-30
3235,5,POTOSI,51202,TOMAVE,36,38,32,0,6,2020-08-30
3236,5,POTOSI,51203,PORCO,36,15,14,1,0,2020-08-30
3237,5,POTOSI,51301,ARAMPAMPA,36,4,4,0,0,2020-08-30
3238,5,POTOSI,51302,ACACIO,36,9,9,0,0,2020-08-30
3239,5,POTOSI,51401,LLICA,36,18,17,1,0,2020-08-30
3240,5,POTOSI,51402,TAHUA,36,17,14,0,3,2020-08-30
3241,5,POTOSI,51501,VILLAZON,36,496,431,7,58,2020-08-30
3242,5,POTOSI,51601,SAN AGUSTIN,36,8,7,0,1,2020-08-30
3243,6,TARIJA,60101,TARIJA,36,5422,2024,133,3265,2020-08-30
3244,6,TARIJA,60201,PADCAYA,36,155,97,0,58,2020-08-30
3245,6,TARIJA,60202,BERMEJO,36,322,246,7,69,2020-08-30
3246,6,TARIJA,60301,YACUIBA,36,1410,1111,58,241,2020-08-30
3247,6,TARIJA,60302,CARAPARI,36,208,64,1,143,2020-08-30
3248,6,TARIJA,60303,VILLA MONTES,36,413,205,10,198,2020-08-30
3249,6,TARIJA,60401,URIONDO (A. CONCEPCION),36,174,96,1,77,2020-08-30
3250,6,TARIJA,60402,YUNCHARA,36,25,18,0,7,2020-08-30
3251,6,TARIJA,60501,SAN LORENZO(TJA),36,526,318,4,204,2020-08-30
3252,6,TARIJA,60502,EL PUENTE(TJA),36,64,26,2,36,2020-08-30
3253,6,TARIJA,60601,ENTRE RIOS TRJ,36,161,97,2,62,2020-08-30
3254,7,SANTA CRUZ,70101,SANTA CRUZ,36,26810,1828,1474,23508,2020-08-30
3255,7,SANTA CRUZ,70102,COTOCA,36,1182,647,14,521,2020-08-30
3256,7,SANTA CRUZ,70103,PORONGO,36,197,65,1,131,2020-08-30
3257,7,SANTA CRUZ,70104,LA GUARDIA,36,1382,488,7,887,2020-08-30
3258,7,SANTA CRUZ,70105,EL TORNO,36,1039,436,31,572,2020-08-30
3259,7,SANTA CRUZ,70201,WARNES,36,820,223,13,584,2020-08-30
3260,7,SANTA CRUZ,70202,OKINAWA UNO,36,122,29,5,88,2020-08-30
3261,7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,36,334,58,54,222,2020-08-30
3262,7,SANTA CRUZ,70401,BUENA VISTA,36,110,41,0,69,2020-08-30
3263,7,SANTA CRUZ,70402,SAN CARLOS,36,275,85,0,190,2020-08-30
3264,7,SANTA CRUZ,70403,YAPACANI,36,721,189,0,532,2020-08-30
3265,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,36,153,42,0,111,2020-08-30
3266,7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,36,244,19,18,207,2020-08-30
3267,7,SANTA CRUZ,70502,PAILON,36,400,104,9,287,2020-08-30
3268,7,SANTA CRUZ,70503,ROBORÉ,36,271,106,7,158,2020-08-30
3269,7,SANTA CRUZ,70601,PORTACHUELO,36,261,16,4,241,2020-08-30
3270,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,36,181,23,0,158,2020-08-30
3271,7,SANTA CRUZ,70603,COLPA BÉLGICA,36,144,4,8,132,2020-08-30
3272,7,SANTA CRUZ,70701,LAGUNILLAS,36,16,12,0,4,2020-08-30
3273,7,SANTA CRUZ,70703,CABEZAS,36,55,23,1,31,2020-08-30
3274,7,SANTA CRUZ,70706,CAMIRI,36,505,387,8,110,2020-08-30
3275,7,SANTA CRUZ,70801,VALLE GRANDE,36,97,36,5,56,2020-08-30
3276,7,SANTA CRUZ,70802,TRIGAL,36,12,3,0,9,2020-08-30
3277,7,SANTA CRUZ,70803,MORO MORO,36,30,7,1,22,2020-08-30
3278,7,SANTA CRUZ,70901,SAMAIPATA,36,34,2,2,30,2020-08-30
3279,7,SANTA CRUZ,70902,PAMPA GRANDE,36,71,38,4,29,2020-08-30
3280,7,SANTA CRUZ,70903,MAIRANA,36,105,19,4,82,2020-08-30
3281,7,SANTA CRUZ,71001,MONTERO,36,2945,153,169,2623,2020-08-30
3282,7,SANTA CRUZ,71002,GRAL. SAAVEDRA,36,72,0,2,70,2020-08-30
3283,7,SANTA CRUZ,71003,MINEROS,36,135,0,11,124,2020-08-30
3284,7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,36,211,50,2,159,2020-08-30
3285,7,SANTA CRUZ,71005,SAN PEDRO,36,386,80,1,305,2020-08-30
3286,7,SANTA CRUZ,71101,CONCEPCIÓN,36,281,124,7,150,2020-08-30
3287,7,SANTA CRUZ,71102,SAN JAVIER,36,85,23,6,56,2020-08-30
3288,7,SANTA CRUZ,71104,SAN JULIÁN,36,239,0,12,227,2020-08-30
3289,7,SANTA CRUZ,71106,CUATRO CAÑADAS,36,158,22,12,124,2020-08-30
3290,7,SANTA CRUZ,71401,PUERTO SUAREZ,36,81,7,0,74,2020-08-30
3291,7,SANTA CRUZ,71402,PUERTO QUIJARRO,36,229,70,0,159,2020-08-30
3292,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,36,39,0,5,34,2020-08-30
3293,7,SANTA CRUZ,71503,EL PUENTE (SCZ),36,60,25,4,31,2020-08-30
3294,7,SANTA CRUZ,71301,COMARAPA,36,80,32,0,48,2020-08-30
3295,7,SANTA CRUZ,70702,CHARAGUA,36,24,18,1,5,2020-08-30
3296,7,SANTA CRUZ,70904,QUIRUSILLAS,36,13,10,1,2,2020-08-30
3297,7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,36,82,0,20,62,2020-08-30
3298,7,SANTA CRUZ,71201,SAN MATIAS,36,38,6,0,32,2020-08-30
3299,7,SANTA CRUZ,71502,URUBICHA,36,44,15,2,27,2020-08-30
3300,7,SANTA CRUZ,70707,BOYUIBE,36,22,22,0,0,2020-08-30
3301,7,SANTA CRUZ,70705,GUTIERREZ,36,22,19,1,2,2020-08-30
3302,7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,36,39,16,0,23,2020-08-30
3303,7,SANTA CRUZ,71302,SAIPINA,36,25,11,0,14,2020-08-30
3304,7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,36,27,4,2,21,2020-08-30
3305,7,SANTA CRUZ,70303,SAN RAFAEL,36,30,3,0,27,2020-08-30
3306,7,SANTA CRUZ,71103,SAN RAMON,36,147,81,6,60,2020-08-30
3307,8,BENI,80101,TRINIDAD,36,3925,3289,209,427,2020-08-30
3308,8,BENI,80102,SAN JAVIER(BNI),36,13,13,0,0,2020-08-30
3309,8,BENI,80201,RIBERALTA,36,685,573,63,49,2020-08-30
3310,8,BENI,80202,GUAYARAMERIN,36,483,439,29,15,2020-08-30
3311,8,BENI,80301,REYES,36,78,69,4,5,2020-08-30
3312,8,BENI,80302,SAN BORJA,36,347,302,8,37,2020-08-30
3313,8,BENI,80303,SANTA ROSA,36,96,93,1,2,2020-08-30
3314,8,BENI,80304,RURRENABAQUE,36,362,299,3,60,2020-08-30
3315,8,BENI,80401,SANTA ANA,36,267,40,6,221,2020-08-30
3316,8,BENI,80402,EXALTACION,36,42,34,0,8,2020-08-30
3317,8,BENI,80501,SAN IGNACIO,36,99,31,4,64,2020-08-30
3318,8,BENI,80601,LORETO,36,54,53,1,0,2020-08-30
3319,8,BENI,80602,SAN ANDRES,36,98,98,0,0,2020-08-30
3320,8,BENI,80701,SAN JOAQUIN,36,138,7,6,125,2020-08-30
3321,8,BENI,80702,SAN RAMON BENI,36,96,2,3,91,2020-08-30
3322,8,BENI,80703,PUERTO SILES,36,2,2,0,0,2020-08-30
3323,9,PANDO,90101,COBIJA,36,1690,1340,148,202,2020-08-30
3324,9,PANDO,90102,PORVENIR,36,37,35,2,0,2020-08-30
3325,9,PANDO,90103,BOLPEBRA,36,46,7,0,39,2020-08-30
3326,9,PANDO,90201,PUERTO RICO,36,145,132,1,12,2020-08-30
3327,9,PANDO,90202,SAN PEDRO(PND),36,16,16,0,0,2020-08-30
3328,9,PANDO,90203,FILADELFIA,36,17,2,1,14,2020-08-30
3329,9,PANDO,90301,PUERTO GONZALO MORENO,36,115,115,0,0,2020-08-30
3330,9,PANDO,90302,SAN LORENZO(PND),36,125,77,0,48,2020-08-30
3331,9,PANDO,90303,SENA,36,50,18,0,32,2020-08-30
3332,9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),36,13,8,1,4,2020-08-30
3333,9,PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),36,7,7,0,0,2020-08-30
3334,9,PANDO,90502,VILLA NUEVA (LOMA ALTA),36,10,4,0,6,2020-08-30
3335,9,PANDO,90503,EUREKA (SANTOS MERCADO),36,7,7,0,0,2020-08-30
3336,9,PANDO,90104,BELLA FLOR,36,72,46,0,26,2020-08-30
3337,1,CHUQUISACA,10101,SUCRE,37,5225,2209,422,2594,2020-09-06
3338,1,CHUQUISACA,10102,YOTALA,37,84,56,1,27,2020-09-06
3339,1,CHUQUISACA,10103,POROMA,37,15,9,0,6,2020-09-06
3340,1,CHUQUISACA,10201,AZURDUY,37,31,24,0,7,2020-09-06
3341,1,CHUQUISACA,10202,TARVITA,37,34,27,0,7,2020-09-06
3342,1,CHUQUISACA,10301,ZUDAÑEZ,37,23,4,0,19,2020-09-06
3343,1,CHUQUISACA,10302,PRESTO,37,67,56,1,10,2020-09-06
3344,1,CHUQUISACA,10303,MOJOCOYA,37,29,18,2,9,2020-09-06
3345,1,CHUQUISACA,10304,ICLA,37,15,4,0,11,2020-09-06
3346,1,CHUQUISACA,10401,PADILLA,37,16,0,0,16,2020-09-06
3347,1,CHUQUISACA,10402,TOMINA,37,18,0,0,18,2020-09-06
3348,1,CHUQUISACA,10403,SOPACHUY,37,8,5,0,3,2020-09-06
3349,1,CHUQUISACA,10404,ALCALA,37,10,0,0,10,2020-09-06
3350,1,CHUQUISACA,10405,EL VILLAR,37,2,0,0,2,2020-09-06
3351,1,CHUQUISACA,10501,MONTEAGUDO,37,84,19,0,65,2020-09-06
3352,1,CHUQUISACA,10601,TARABUCO,37,40,23,2,15,2020-09-06
3353,1,CHUQUISACA,10602,YAMPARAEZ,37,57,28,2,27,2020-09-06
3354,1,CHUQUISACA,10701,CAMARGO,37,84,29,6,49,2020-09-06
3355,1,CHUQUISACA,10702,SAN LUCAS,37,84,24,8,52,2020-09-06
3356,1,CHUQUISACA,10703,INCAHUASI,37,35,15,0,20,2020-09-06
3357,1,CHUQUISACA,10704,VILLA CHARCAS,37,47,28,2,17,2020-09-06
3358,1,CHUQUISACA,10801,VILLA SERRANO,37,10,0,0,10,2020-09-06
3359,1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),37,4,1,0,3,2020-09-06
3360,1,CHUQUISACA,10902,CULPINA,37,46,15,3,28,2020-09-06
3361,1,CHUQUISACA,10903,LAS CARRERAS,37,12,1,0,11,2020-09-06
3362,1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),37,43,4,0,39,2020-09-06
3363,1,CHUQUISACA,11003,MACHARETI,37,4,0,0,4,2020-09-06
3364,2,LA PAZ,20101,LA PAZ,37,22530,6373,577,15580,2020-09-06
3365,2,LA PAZ,20102,PALCA,37,5,5,0,0,2020-09-06
3366,2,LA PAZ,20103,MECAPACA,37,22,4,2,16,2020-09-06
3367,2,LA PAZ,20104,ACHOCALLA,37,58,23,2,33,2020-09-06
3368,2,LA PAZ,20105,EL ALTO,37,8969,2449,261,6259,2020-09-06
3369,2,LA PAZ,20201,ACHACACHI,37,33,9,5,19,2020-09-06
3370,2,LA PAZ,20202,ANCORAIMES,37,3,1,0,2,2020-09-06
3371,2,LA PAZ,20203,CHUA COCANI,37,2,1,0,1,2020-09-06
3372,2,LA PAZ,20205,SANTIAGO DE HUATA,37,2,1,0,1,2020-09-06
3373,2,LA PAZ,20206,HUATAJATA,37,2,0,0,2,2020-09-06
3374,2,LA PAZ,20301,CORO CORO,37,22,4,1,17,2020-09-06
3375,2,LA PAZ,20302,CAQUIAVIRI,37,1,0,0,1,2020-09-06
3376,2,LA PAZ,20303,CALACOTO,37,4,2,0,2,2020-09-06
3377,2,LA PAZ,20304,COMANCHE,37,6,6,0,0,2020-09-06
3378,2,LA PAZ,20305,CHARAÑA,37,14,8,0,6,2020-09-06
3379,2,LA PAZ,20306,WALDO BALLIVIAN,37,3,1,0,2,2020-09-06
3380,2,LA PAZ,20307,NAZACARA DE PACAJES,37,2,2,0,0,2020-09-06
3381,2,LA PAZ,20401,PUERTO ACOSTA,37,3,3,0,0,2020-09-06
3382,2,LA PAZ,20402,MOCOMOCO,37,2,0,0,2,2020-09-06
3383,2,LA PAZ,20403,PUERTO CARABUCO,37,1,0,0,1,2020-09-06
3384,2,LA PAZ,20405,ESCOMA,37,4,0,1,3,2020-09-06
3385,2,LA PAZ,20501,CHUMA,37,2,0,0,2,2020-09-06
3386,2,LA PAZ,20502,AYATA,37,2,0,0,2,2020-09-06
3387,2,LA PAZ,20601,SORATA,37,15,9,0,6,2020-09-06
3388,2,LA PAZ,20602,GUANAY,37,22,12,1,9,2020-09-06
3389,2,LA PAZ,20603,TACACOMA,37,1,0,0,1,2020-09-06
3390,2,LA PAZ,20606,TIPUANI,37,2,1,0,1,2020-09-06
3391,2,LA PAZ,20607,MAPIRI,37,2,0,1,1,2020-09-06
3392,2,LA PAZ,20608,TEOPONTE,37,8,1,0,7,2020-09-06
3393,2,LA PAZ,20701,APOLO,37,2,0,0,2,2020-09-06
3394,2,LA PAZ,20702,PELECHUCO,37,2,2,0,0,2020-09-06
3395,2,LA PAZ,20801,VIACHA,37,608,187,10,411,2020-09-06
3396,2,LA PAZ,20802,GUAQUI,37,3,2,0,1,2020-09-06
3397,2,LA PAZ,20803,TIAWANACU,37,12,8,0,4,2020-09-06
3398,2,LA PAZ,20804,DESAGUADERO,37,3,3,0,0,2020-09-06
3399,2,LA PAZ,20806,JESUS DE MACHACA,37,7,7,0,0,2020-09-06
