,CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*),fecha
4617,2,LA PAZ,20307,NAZACARA DE PACAJES,44,2,0,0,2,2020-10-25
4618,2,LA PAZ,20401,PUERTO ACOSTA,44,3,0,0,3,2020-10-25
4619,2,LA PAZ,20402,MOCOMOCO,44,2,0,0,2,2020-10-25
4620,2,LA PAZ,20403,PUERTO CARABUCO,44,1,0,0,1,2020-10-25
4621,2,LA PAZ,20405,ESCOMA,44,4,0,1,3,2020-10-25
4622,2,LA PAZ,20501,CHUMA,44,2,0,0,2,2020-10-25
4623,2,LA PAZ,20502,AYATA,44,2,0,0,2,2020-10-25
4624,2,LA PAZ,20601,SORATA,44,15,4,0,11,2020-10-25
4625,2,LA PAZ,20602,GUANAY,44,41,25,1,15,2020-10-25
4626,2,LA PAZ,20603,TACACOMA,44,1,0,0,1,2020-10-25
4627,2,LA PAZ,20606,TIPUANI,44,2,0,1,1,2020-10-25
4628,2,LA PAZ,20607,MAPIRI,44,2,0,1,1,2020-10-25
4629,2,LA PAZ,20608,TEOPONTE,44,8,1,0,7,2020-10-25
4630,2,LA PAZ,20701,APOLO,44,2,0,0,2,2020-10-25
4631,2,LA PAZ,20702,PELECHUCO,44,2,0,0,2,2020-10-25
4632,2,LA PAZ,20801,VIACHA,44,686,97,15,574,2020-10-25
4633,2,LA PAZ,20802,GUAQUI,44,3,0,0,3,2020-10-25
4634,2,LA PAZ,20803,TIAWANACU,44,23,13,0,10,2020-10-25
4635,2,LA PAZ,20804,DESAGUADERO,44,4,1,0,3,2020-10-25
4636,2,LA PAZ,20806,JESUS DE MACHACA,44,14,8,0,6,2020-10-25
4637,2,LA PAZ,20901,LURIBAY,44,1,0,0,1,2020-10-25
4638,2,LA PAZ,20902,SAPAHAQUI,44,8,3,0,5,2020-10-25
4639,2,LA PAZ,20903,YACO,44,4,2,0,2,2020-10-25
4640,2,LA PAZ,20904,MALLA,44,6,0,0,6,2020-10-25
4641,2,LA PAZ,20905,CAIROMA,44,16,0,0,16,2020-10-25
4642,2,LA PAZ,21001,INQUISIVI,44,12,3,0,9,2020-10-25
4643,2,LA PAZ,21002,QUIME,44,14,2,1,11,2020-10-25
4644,2,LA PAZ,21003,CAJUATA,44,2,0,1,1,2020-10-25
4645,2,LA PAZ,21004,COLQUIRI,44,68,1,7,60,2020-10-25
4646,2,LA PAZ,21005,ICHOCA,44,1,0,0,1,2020-10-25
4647,2,LA PAZ,21006,LICOMA PAMPA,44,1,0,0,1,2020-10-25
4648,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),44,34,10,5,19,2020-10-25
4649,2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),44,51,9,2,40,2020-10-25
4650,2,LA PAZ,21103,YANACACHI,44,14,5,0,9,2020-10-25
4651,2,LA PAZ,21104,PALOS BLANCOS,44,33,1,3,29,2020-10-25
4652,2,LA PAZ,21105,LA ASUNTA,44,13,3,1,9,2020-10-25
4653,2,LA PAZ,21201,PUCARANI,44,23,3,1,19,2020-10-25
4654,2,LA PAZ,21202,LAJA,44,42,3,6,33,2020-10-25
4655,2,LA PAZ,21203,BATALLAS,44,54,6,2,46,2020-10-25
4656,2,LA PAZ,21204,PUERTO PEREZ,44,2,1,0,1,2020-10-25
4657,2,LA PAZ,21301,SICA SICA (VILLA AROMA),44,12,1,3,8,2020-10-25
4658,2,LA PAZ,21302,UMALA,44,14,0,3,11,2020-10-25
4659,2,LA PAZ,21304,CALAMARCA,44,9,2,0,7,2020-10-25
4660,2,LA PAZ,21305,PATACAMAYA,44,67,1,7,59,2020-10-25
4661,2,LA PAZ,21306,COLQUENCHA,44,5,0,0,5,2020-10-25
4662,2,LA PAZ,21307,COLLANA,44,1,0,0,1,2020-10-25
4663,2,LA PAZ,21401,COROICO,44,26,0,2,24,2020-10-25
4664,2,LA PAZ,21402,CORIPATA,44,39,6,5,28,2020-10-25
4665,2,LA PAZ,21501,IXIAMAS,44,1,0,0,1,2020-10-25
4666,2,LA PAZ,21502,SAN BUENA VENTURA,44,30,16,1,13,2020-10-25
4667,2,LA PAZ,21601,GRAL. J.J. PEREZ (CHARAZANI),44,6,2,0,4,2020-10-25
4668,2,LA PAZ,21701,COPACABANA,44,35,2,0,33,2020-10-25
4669,2,LA PAZ,21702,SAN PEDRO DE TIQUINA,44,6,0,0,6,2020-10-25
4670,2,LA PAZ,21703,TITO YUPANQUI (PARQUIPUJIO),44,1,0,0,1,2020-10-25
4671,2,LA PAZ,21802,PAPEL PAMPA,44,1,0,0,1,2020-10-25
4672,2,LA PAZ,21803,CHACARILLA,44,5,4,0,1,2020-10-25
4673,2,LA PAZ,21901,SANTIAGO DE MACHACA,44,4,0,0,4,2020-10-25
4674,2,LA PAZ,21902,CATACORA,44,2,2,0,0,2020-10-25
4675,2,LA PAZ,22001,CARANAVI,44,66,2,4,60,2020-10-25
4676,2,LA PAZ,22002,ALTO BENI,44,5,2,1,2,2020-10-25
4677,3,COCHABAMBA,30101,COCHABAMBA,44,8360,176,736,7448,2020-10-25
4678,3,COCHABAMBA,30201,AIQUILE,44,47,5,8,34,2020-10-25
4679,3,COCHABAMBA,30202,PASORAPA,44,2,0,0,2,2020-10-25
4680,3,COCHABAMBA,30203,OMEREQUE,44,18,0,2,16,2020-10-25
4681,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),44,37,5,3,29,2020-10-25
4682,3,COCHABAMBA,30302,MOROCHATA,44,1,0,1,0,2020-10-25
4683,3,COCHABAMBA,30303,COCAPATA,44,2,0,1,1,2020-10-25
4684,3,COCHABAMBA,30401,TARATA,44,44,2,10,32,2020-10-25
4685,3,COCHABAMBA,30402,ANZALDO,44,19,2,0,17,2020-10-25
4686,3,COCHABAMBA,30403,ARBIETO,44,17,0,6,11,2020-10-25
4687,3,COCHABAMBA,30404,SACABAMBA,44,1,0,0,1,2020-10-25
4688,3,COCHABAMBA,30501,ARANI,44,30,2,6,22,2020-10-25
4689,3,COCHABAMBA,30502,VACAS,44,16,2,1,13,2020-10-25
4690,3,COCHABAMBA,30601,ARQUE,44,4,0,3,1,2020-10-25
4691,3,COCHABAMBA,30602,TACOPAYA,44,5,2,0,3,2020-10-25
4692,3,COCHABAMBA,30701,CAPINOTA,44,107,37,7,63,2020-10-25
4693,3,COCHABAMBA,30702,SANTIVAÑES,44,32,3,2,27,2020-10-25
4694,3,COCHABAMBA,30703,SICAYA,44,8,3,0,5,2020-10-25
4695,3,COCHABAMBA,30801,CLIZA,44,34,1,5,28,2020-10-25
4696,3,COCHABAMBA,30802,TOCO,44,7,0,3,4,2020-10-25
4697,3,COCHABAMBA,30803,TOLATA,44,51,26,5,20,2020-10-25
4698,3,COCHABAMBA,30901,QUILLACOLLO,44,1279,42,107,1130,2020-10-25
4699,3,COCHABAMBA,30902,SIPE SIPE,44,244,34,15,195,2020-10-25
4700,3,COCHABAMBA,30903,TIQUIPAYA,44,254,39,25,190,2020-10-25
4701,3,COCHABAMBA,30904,VINTO,44,262,4,35,223,2020-10-25
4702,3,COCHABAMBA,30905,COLCAPIRHUA,44,198,38,30,130,2020-10-25
4703,3,COCHABAMBA,31001,SACABA,44,892,60,79,753,2020-10-25
4704,3,COCHABAMBA,31002,COLOMI,44,39,14,3,22,2020-10-25
4705,3,COCHABAMBA,31003,VILLA TUNARI,44,166,5,19,142,2020-10-25
4706,3,COCHABAMBA,31101,TAPACARI,44,19,4,5,10,2020-10-25
4707,3,COCHABAMBA,31201,TOTORA(CBBA),44,49,8,1,40,2020-10-25
4708,3,COCHABAMBA,31202,POJO (CBBA),44,17,6,0,11,2020-10-25
4709,3,COCHABAMBA,31203,POCONA,44,17,1,1,15,2020-10-25
4710,3,COCHABAMBA,31204,CHIMORE,44,166,6,12,148,2020-10-25
4711,3,COCHABAMBA,31205,PUERTO VILLARROEL,44,475,22,33,420,2020-10-25
4712,3,COCHABAMBA,31206,ENTRE RIOS CBBA,44,430,4,43,383,2020-10-25
4713,3,COCHABAMBA,31301,MIZQUE,44,91,11,4,76,2020-10-25
4714,3,COCHABAMBA,31302,VILA VILA,44,2,0,0,2,2020-10-25
4715,3,COCHABAMBA,31401,PUNATA,44,137,9,27,101,2020-10-25
4716,3,COCHABAMBA,31402,VILLA RIVERO,44,10,4,1,5,2020-10-25
4717,3,COCHABAMBA,31403,SAN BENITO,44,104,17,11,76,2020-10-25
4718,3,COCHABAMBA,31404,TACACHI,44,1,0,1,0,2020-10-25
4719,3,COCHABAMBA,31405,CUCHUMUELA (V. G. VILLARROEL),44,1,1,0,0,2020-10-25
4720,3,COCHABAMBA,31501,BOLIVAR,44,6,0,0,6,2020-10-25
4721,3,COCHABAMBA,31601,TIRAQUE (CBBA),44,14,0,4,10,2020-10-25
4722,3,COCHABAMBA,31602,SHINAOTA,44,262,29,15,218,2020-10-25
4723,4,ORURO,40101,ORURO,44,4880,1932,252,2696,2020-10-25
4724,4,ORURO,40102,CARACOLLO,44,31,0,10,21,2020-10-25
4725,4,ORURO,40104,SORACACHI,44,2,0,1,1,2020-10-25
4726,4,ORURO,40201,CHALLAPATA,44,235,117,4,114,2020-10-25
4727,4,ORURO,40202,SANTUARIO DE QUILLACAS,44,28,7,0,21,2020-10-25
4728,4,ORURO,40301,CORQUE,44,1,0,0,1,2020-10-25
4729,4,ORURO,40401,CURAHUARA DE CARANGAS,44,12,4,1,7,2020-10-25
4730,4,ORURO,40402,TURCO,44,4,1,0,3,2020-10-25
4731,4,ORURO,40501,HUACHACALLA,44,34,0,5,29,2020-10-25
4732,4,ORURO,40502,ESCARA,44,5,2,0,3,2020-10-25
4733,4,ORURO,40504,YUNGUYO DE LITORAL,44,1,0,0,1,2020-10-25
4734,4,ORURO,40505,ESMERALDA,44,7,0,0,7,2020-10-25
4735,4,ORURO,40601,POOPO,44,30,7,1,22,2020-10-25
4736,4,ORURO,40602,PAZÑA,44,5,1,0,4,2020-10-25
4737,4,ORURO,40603,ANTEQUERA,44,8,0,0,8,2020-10-25
4738,4,ORURO,40701,HUANUNI,44,530,120,25,385,2020-10-25
4739,4,ORURO,40702,MACHACAMARCA,44,39,4,1,34,2020-10-25
4740,4,ORURO,40801,SALINAS DE GARCI MENDOZA,44,13,9,1,3,2020-10-25
4741,4,ORURO,40802,PAMPA AULLAGAS,44,3,1,0,2,2020-10-25
4742,4,ORURO,40901,SABAYA,44,38,1,1,36,2020-10-25
4743,4,ORURO,40902,COIPASA,44,1,0,0,1,2020-10-25
4744,4,ORURO,41001,TOLEDO,44,17,7,2,8,2020-10-25
4745,4,ORURO,41101,EUCALIPTUS,44,44,6,4,34,2020-10-25
4746,4,ORURO,41201,ANDAMARCA,44,5,1,0,4,2020-10-25
4747,4,ORURO,41301,TOTORA(ORR),44,5,5,0,0,2020-10-25
4748,4,ORURO,41401,SANTIAGO DE HUARI,44,24,5,2,17,2020-10-25
4749,4,ORURO,41501,LA RIVERA,44,3,1,0,2,2020-10-25
4750,4,ORURO,41601,HUAYLLAMARCA,44,6,1,2,3,2020-10-25
4751,5,POTOSI,50101,POTOSI,44,4278,2365,142,1771,2020-10-25
4752,5,POTOSI,50102,TINGUIPAYA,44,20,3,0,17,2020-10-25
4753,5,POTOSI,50103,YOCALLA,44,3,2,1,0,2020-10-25
4754,5,POTOSI,50104,BELEN DE URMIRI,44,5,2,0,3,2020-10-25
4755,5,POTOSI,50201,UNCIA,44,445,357,0,88,2020-10-25
4756,5,POTOSI,50202,CHAYANTA,44,47,18,2,27,2020-10-25
4757,5,POTOSI,50203,LLALLAGUA,44,971,587,17,367,2020-10-25
4758,5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,44,20,8,4,8,2020-10-25
4759,5,POTOSI,50301,BETANZOS,44,292,8,5,279,2020-10-25
4760,5,POTOSI,50302,CHAQUI,44,11,11,0,0,2020-10-25
4761,5,POTOSI,50303,TACOBAMBA,44,36,31,0,5,2020-10-25
4762,5,POTOSI,50401,COLQUECHACA,44,34,26,1,7,2020-10-25
4763,5,POTOSI,50402,RAVELO,44,40,14,1,25,2020-10-25
4764,5,POTOSI,50403,POCOATA,44,43,23,6,14,2020-10-25
4765,5,POTOSI,50404,OCURI,44,81,27,1,53,2020-10-25
4766,5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,44,14,5,1,8,2020-10-25
4767,5,POTOSI,50502,TORO TORO,44,50,13,1,36,2020-10-25
4768,5,POTOSI,50601,COTAGAITA,44,190,161,1,28,2020-10-25
4769,5,POTOSI,50602,VITICHI,44,98,76,0,22,2020-10-25
4770,5,POTOSI,50701,SACACA,44,11,8,3,0,2020-10-25
4771,5,POTOSI,50702,CARIPUYO,44,7,4,0,3,2020-10-25
4772,5,POTOSI,50801,TUPIZA,44,377,55,16,306,2020-10-25
4773,5,POTOSI,50802,ATOCHA,44,115,75,4,36,2020-10-25
4774,5,POTOSI,50901,"COLCHA ""K""",44,354,83,4,267,2020-10-25
4775,5,POTOSI,50902,SAN PEDRO DE QUEMES,44,5,0,0,5,2020-10-25
4776,5,POTOSI,51001,SAN PABLO DE LIPEZ,44,5,0,0,5,2020-10-25
4777,5,POTOSI,51101,PUNA,44,89,49,2,38,2020-10-25
4778,5,POTOSI,51102,"CAIZA ""D""",44,77,32,1,44,2020-10-25
4779,5,POTOSI,51103,CKOCHAS,44,20,0,1,19,2020-10-25
4780,5,POTOSI,51201,UYUNI,44,217,33,21,163,2020-10-25
4781,5,POTOSI,51202,TOMAVE,44,81,26,0,55,2020-10-25
4782,5,POTOSI,51203,PORCO,44,30,11,2,17,2020-10-25
4783,5,POTOSI,51301,ARAMPAMPA,44,6,5,1,0,2020-10-25
4784,5,POTOSI,51302,ACACIO,44,12,12,0,0,2020-10-25
4785,5,POTOSI,51401,LLICA,44,26,9,1,16,2020-10-25
4786,5,POTOSI,51402,TAHUA,44,42,12,1,29,2020-10-25
4787,5,POTOSI,51501,VILLAZON,44,912,558,18,336,2020-10-25
4788,5,POTOSI,51601,SAN AGUSTIN,44,41,3,0,38,2020-10-25
4789,6,TARIJA,60101,TARIJA,44,8562,574,198,7790,2020-10-25
4790,6,TARIJA,60201,PADCAYA,44,492,82,1,409,2020-10-25
4791,6,TARIJA,60202,BERMEJO,44,1581,621,39,921,2020-10-25
4792,6,TARIJA,60301,YACUIBA,44,2519,1436,95,988,2020-10-25
4793,6,TARIJA,60302,CARAPARI,44,405,58,2,345,2020-10-25
4794,6,TARIJA,60303,VILLA MONTES,44,1152,515,32,605,2020-10-25
4795,6,TARIJA,60401,URIONDO (A. CONCEPCION),44,237,102,1,134,2020-10-25
4796,6,TARIJA,60402,YUNCHARA,44,42,3,1,38,2020-10-25
4797,6,TARIJA,60501,SAN LORENZO(TJA),44,667,205,5,457,2020-10-25
4798,6,TARIJA,60502,EL PUENTE(TJA),44,171,0,2,169,2020-10-25
4799,6,TARIJA,60601,ENTRE RIOS TRJ,44,391,210,2,179,2020-10-25
4800,7,SANTA CRUZ,70101,SANTA CRUZ,44,28802,1392,1985,25425,2020-10-25
4801,7,SANTA CRUZ,70102,COTOCA,44,1194,47,24,1123,2020-10-25
4802,7,SANTA CRUZ,70103,PORONGO,44,218,26,7,185,2020-10-25
4803,7,SANTA CRUZ,70104,LA GUARDIA,44,1470,153,21,1296,2020-10-25
4804,7,SANTA CRUZ,70105,EL TORNO,44,1153,103,36,1014,2020-10-25
4805,7,SANTA CRUZ,70201,WARNES,44,834,3,97,734,2020-10-25
4806,7,SANTA CRUZ,70202,OKINAWA UNO,44,132,6,26,100,2020-10-25
4807,7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,44,348,2,61,285,2020-10-25
4808,7,SANTA CRUZ,70401,BUENA VISTA,44,111,6,0,105,2020-10-25
4809,7,SANTA CRUZ,70402,SAN CARLOS,44,286,13,0,273,2020-10-25
4810,7,SANTA CRUZ,70403,YAPACANI,44,731,21,2,708,2020-10-25
4811,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,44,153,36,0,117,2020-10-25
4812,7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,44,245,0,23,222,2020-10-25
4813,7,SANTA CRUZ,70502,PAILON,44,414,11,20,383,2020-10-25
4814,7,SANTA CRUZ,70503,ROBORÉ,44,306,43,7,256,2020-10-25
4815,7,SANTA CRUZ,70601,PORTACHUELO,44,261,14,4,243,2020-10-25
4816,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,44,182,10,0,172,2020-10-25
4817,7,SANTA CRUZ,70603,COLPA BÉLGICA,44,161,6,8,147,2020-10-25
4818,7,SANTA CRUZ,70701,LAGUNILLAS,44,39,32,0,7,2020-10-25
4819,7,SANTA CRUZ,70703,CABEZAS,44,58,2,1,55,2020-10-25
4820,7,SANTA CRUZ,70706,CAMIRI,44,695,204,9,482,2020-10-25
4821,7,SANTA CRUZ,70801,VALLE GRANDE,44,120,0,10,110,2020-10-25
4822,7,SANTA CRUZ,70802,TRIGAL,44,13,2,0,11,2020-10-25
4823,7,SANTA CRUZ,70803,MORO MORO,44,30,0,1,29,2020-10-25
4824,7,SANTA CRUZ,70804,POSTRER VALLE,44,1,1,0,0,2020-10-25
4825,7,SANTA CRUZ,70901,SAMAIPATA,44,34,0,2,32,2020-10-25
4826,7,SANTA CRUZ,70902,PAMPA GRANDE,44,93,0,15,78,2020-10-25
4827,7,SANTA CRUZ,70903,MAIRANA,44,109,0,7,102,2020-10-25
4828,7,SANTA CRUZ,71001,MONTERO,44,3009,0,263,2746,2020-10-25
4829,7,SANTA CRUZ,71002,GRAL. SAAVEDRA,44,72,0,2,70,2020-10-25
4830,7,SANTA CRUZ,71003,MINEROS,44,135,0,11,124,2020-10-25
4831,7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,44,212,7,6,199,2020-10-25
4832,7,SANTA CRUZ,71005,SAN PEDRO,44,399,46,1,352,2020-10-25
4833,7,SANTA CRUZ,71101,CONCEPCIÓN,44,287,0,16,271,2020-10-25
4834,7,SANTA CRUZ,71102,SAN JAVIER,44,90,0,12,78,2020-10-25
4835,7,SANTA CRUZ,71104,SAN JULIÁN,44,239,0,28,211,2020-10-25
4836,7,SANTA CRUZ,71106,CUATRO CAÑADAS,44,163,0,28,135,2020-10-25
4837,7,SANTA CRUZ,71401,PUERTO SUAREZ,44,83,0,16,67,2020-10-25
4838,7,SANTA CRUZ,71402,PUERTO QUIJARRO,44,230,6,5,219,2020-10-25
4839,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,44,39,0,7,32,2020-10-25
4840,7,SANTA CRUZ,71503,EL PUENTE (SCZ),44,62,0,5,57,2020-10-25
4841,7,SANTA CRUZ,71301,COMARAPA,44,92,15,0,77,2020-10-25
4842,7,SANTA CRUZ,70702,CHARAGUA,44,108,88,1,19,2020-10-25
4843,7,SANTA CRUZ,70904,QUIRUSILLAS,44,13,0,1,12,2020-10-25
4844,7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,44,84,0,21,63,2020-10-25
4845,7,SANTA CRUZ,71201,SAN MATIAS,44,38,0,0,38,2020-10-25
4846,7,SANTA CRUZ,71502,URUBICHA,44,48,9,2,37,2020-10-25
4847,7,SANTA CRUZ,70707,BOYUIBE,44,59,23,0,36,2020-10-25
4848,7,SANTA CRUZ,70705,GUTIERREZ,44,41,14,1,26,2020-10-25
4849,7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,44,39,1,4,34,2020-10-25
4850,7,SANTA CRUZ,71302,SAIPINA,44,40,7,0,33,2020-10-25
4851,7,SANTA CRUZ,70805,PUCARA,44,1,0,0,1,2020-10-25
4852,7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,44,32,0,3,29,2020-10-25
4853,7,SANTA CRUZ,70303,SAN RAFAEL,44,33,0,0,33,2020-10-25
4854,7,SANTA CRUZ,71103,SAN RAMON,44,153,0,18,135,2020-10-25
4855,8,BENI,80101,TRINIDAD,44,4237,1581,230,2426,2020-10-25
4856,8,BENI,80102,SAN JAVIER(BNI),44,13,0,0,13,2020-10-25
4857,8,BENI,80201,RIBERALTA,44,701,116,66,519,2020-10-25
4858,8,BENI,80202,GUAYARAMERIN,44,491,45,29,417,2020-10-25
4859,8,BENI,80301,REYES,44,89,18,7,64,2020-10-25
4860,8,BENI,80302,SAN BORJA,44,378,41,8,329,2020-10-25
4861,8,BENI,80303,SANTA ROSA,44,173,57,1,115,2020-10-25
4862,8,BENI,80304,RURRENABAQUE,44,381,83,8,290,2020-10-25
4863,8,BENI,80401,SANTA ANA,44,280,32,8,240,2020-10-25
4864,8,BENI,80402,EXALTACION,44,42,5,0,37,2020-10-25
4865,8,BENI,80501,SAN IGNACIO,44,100,0,4,96,2020-10-25
4866,8,BENI,80601,LORETO,44,56,0,2,54,2020-10-25
4867,8,BENI,80602,SAN ANDRES,44,105,34,0,71,2020-10-25
4868,8,BENI,80701,SAN JOAQUIN,44,138,0,6,132,2020-10-25
4869,8,BENI,80702,SAN RAMON BENI,44,96,0,3,93,2020-10-25
4870,8,BENI,80703,PUERTO SILES,44,2,0,0,2,2020-10-25
4871,8,BENI,80801,MAGDALENA,44,7,0,0,7,2020-10-25
4872,9,PANDO,90101,COBIJA,44,1720,1287,157,276,2020-10-25
4873,9,PANDO,90102,PORVENIR,44,30,3,2,25,2020-10-25
4874,9,PANDO,90103,BOLPEBRA,44,46,6,0,40,2020-10-25
4875,9,PANDO,90201,PUERTO RICO,44,149,133,4,12,2020-10-25
4876,9,PANDO,90202,SAN PEDRO(PND),44,19,19,0,0,2020-10-25
4877,9,PANDO,90203,FILADELFIA,44,17,2,1,14,2020-10-25
4878,9,PANDO,90301,PUERTO GONZALO MORENO,44,117,55,0,62,2020-10-25
4879,9,PANDO,90302,SAN LORENZO(PND),44,125,40,0,85,2020-10-25
4880,9,PANDO,90303,SENA,44,44,12,0,32,2020-10-25
4881,9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),44,13,8,1,4,2020-10-25
4882,9,PANDO,90501,NUEVO MANOA (NUEVA ESPERANZA),44,7,7,0,0,2020-10-25
4883,9,PANDO,90502,VILLA NUEVA (LOMA ALTA),44,10,0,0,10,2020-10-25
4884,9,PANDO,90503,EUREKA (SANTOS MERCADO),44,7,7,0,0,2020-10-25
4885,9,PANDO,90104,BELLA FLOR,44,72,46,0,26,2020-10-25
4886,1,CHUQUISACA,10101,SUCRE,45,6482,364,472,5646,2020-11-01
4887,1,CHUQUISACA,10102,YOTALA,45,105,0,1,104,2020-11-01
4888,1,CHUQUISACA,10103,POROMA,45,15,0,0,15,2020-11-01
4889,1,CHUQUISACA,10201,AZURDUY,45,31,2,0,29,2020-11-01
4890,1,CHUQUISACA,10202,TARVITA,45,34,27,0,7,2020-11-01
4891,1,CHUQUISACA,10301,ZUDAÑEZ,45,42,10,0,32,2020-11-01
4892,1,CHUQUISACA,10302,PRESTO,45,76,8,1,67,2020-11-01
4893,1,CHUQUISACA,10303,MOJOCOYA,45,35,8,2,25,2020-11-01
4894,1,CHUQUISACA,10304,ICLA,45,17,2,0,15,2020-11-01
4895,1,CHUQUISACA,10401,PADILLA,45,19,1,0,18,2020-11-01
4896,1,CHUQUISACA,10402,TOMINA,45,23,5,0,18,2020-11-01
4897,1,CHUQUISACA,10403,SOPACHUY,45,37,17,0,20,2020-11-01
4898,1,CHUQUISACA,10404,ALCALA,45,10,0,0,10,2020-11-01
4899,1,CHUQUISACA,10405,EL VILLAR,45,3,1,0,2,2020-11-01
4900,1,CHUQUISACA,10501,MONTEAGUDO,45,175,58,3,114,2020-11-01
4901,1,CHUQUISACA,10502,HUACARETA,45,2,0,0,2,2020-11-01
4902,1,CHUQUISACA,10601,TARABUCO,45,50,10,3,37,2020-11-01
4903,1,CHUQUISACA,10602,YAMPARAEZ,45,73,15,2,56,2020-11-01
4904,1,CHUQUISACA,10701,CAMARGO,45,158,35,8,115,2020-11-01
4905,1,CHUQUISACA,10702,SAN LUCAS,45,96,18,9,69,2020-11-01
4906,1,CHUQUISACA,10703,INCAHUASI,45,47,4,0,43,2020-11-01
4907,1,CHUQUISACA,10704,VILLA CHARCAS,45,63,11,4,48,2020-11-01
4908,1,CHUQUISACA,10801,VILLA SERRANO,45,14,1,0,13,2020-11-01
4909,1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),45,9,2,0,7,2020-11-01
4910,1,CHUQUISACA,10902,CULPINA,45,112,35,5,72,2020-11-01
4911,1,CHUQUISACA,10903,LAS CARRERAS,45,17,0,0,17,2020-11-01
4912,1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),45,120,75,0,45,2020-11-01
4913,1,CHUQUISACA,11003,MACHARETI,45,8,4,0,4,2020-11-01
4914,2,LA PAZ,20101,LA PAZ,45,23653,2843,733,20077,2020-11-01
4915,2,LA PAZ,20102,PALCA,45,8,3,0,5,2020-11-01
4916,2,LA PAZ,20103,MECAPACA,45,29,5,2,22,2020-11-01
4917,2,LA PAZ,20104,ACHOCALLA,45,58,7,5,46,2020-11-01
4918,2,LA PAZ,20105,EL ALTO,45,9665,1082,315,8268,2020-11-01
4919,2,LA PAZ,20201,ACHACACHI,45,38,7,5,26,2020-11-01
4920,2,LA PAZ,20202,ANCORAIMES,45,3,1,0,2,2020-11-01
